drugbank_id	drugbank_name	class_id	class_name
DB00977	Ethinyl Estradiol	N0000175825	Estrogen
DB00977	Ethinyl Estradiol	N0000000100	Estrogen Receptor Agonists
DB00977	Ethinyl Estradiol	D004967	Estrogens
DB00977	Ethinyl Estradiol	D006728	Hormones
DB00978	Lomefloxacin	D000900	Anti-Bacterial Agents
DB00978	Lomefloxacin	D000890	Anti-Infective Agents
DB00978	Lomefloxacin	CHEBI:47868	photosensitizing agent
DB00978	Lomefloxacin	CHEBI:33231	antitubercular agent
DB00978	Lomefloxacin	D000970	Antineoplastic Agents
DB00978	Lomefloxacin	D004791	Enzyme Inhibitors
DB00978	Lomefloxacin	D059005	Topoisomerase II Inhibitors
DB00979	Cyclopentolate	CHEBI:50513	mydriatic agent
DB00979	Cyclopentolate	CHEBI:50370	parasympatholytic
DB00979	Cyclopentolate	CHEBI:48876	muscarinic antagonist
DB00979	Cyclopentolate	CHEBI:33295	diagnostic agent
DB00979	Cyclopentolate	D018678	Cholinergic Agents
DB00979	Cyclopentolate	D018680	Cholinergic Antagonists
DB00979	Cyclopentolate	D018727	Muscarinic Antagonists
DB00979	Cyclopentolate	D009184	Mydriatics
DB00979	Cyclopentolate	D018377	Neurotransmitter Agents
DB00979	Cyclopentolate	D010276	Parasympatholytics
DB00980	Ramelteon	N0000175743	Melatonin Receptor Agonist
DB00980	Ramelteon	N0000000250	Melatonin Receptor Agonists
DB00981	Physostigmine	CHEBI:74530	antidote to curare poisoning
DB00981	Physostigmine	CHEBI:51068	miotic
DB00981	Physostigmine	D018678	Cholinergic Agents
DB00981	Physostigmine	D002800	Cholinesterase Inhibitors
DB00981	Physostigmine	D004791	Enzyme Inhibitors
DB00981	Physostigmine	D008916	Miotics
DB00981	Physostigmine	D018377	Neurotransmitter Agents
DB00982	Isotretinoin	N0000175607	Retinoid
DB00982	Isotretinoin	N0000007700	Retinoids
DB00982	Isotretinoin	CHEBI:50176	keratolytic drug
DB00982	Isotretinoin	CHEBI:35610	antineoplastic agent
DB00982	Isotretinoin	D003879	Dermatologic Agents
DB00982	Isotretinoin	D009676	Noxae
DB00982	Isotretinoin	D013723	Teratogens
DB00983	Formoterol	N0000009922	Adrenergic beta2-Agonists
DB00983	Formoterol	N0000175779	beta2-Adrenergic Agonist
DB00983	Formoterol	D018663	Adrenergic Agents
DB00983	Formoterol	D000322	Adrenergic Agonists
DB00983	Formoterol	D058666	Adrenergic beta-2 Receptor Agonists
DB00983	Formoterol	D000318	Adrenergic beta-Agonists
DB00983	Formoterol	D018927	Anti-Asthmatic Agents
DB00983	Formoterol	CHEBI:49167	anti-asthmatic drug
DB00983	Formoterol	CHEBI:35522	beta-adrenergic agonist
DB00983	Formoterol	CHEBI:35523	bronchodilator agent
DB00983	Formoterol	D001993	Bronchodilator Agents
DB00983	Formoterol	D018377	Neurotransmitter Agents
DB00983	Formoterol	D019141	Respiratory System Agents
DB00984	Nandrolone phenpropionate	D045930	Anabolic Agents
DB00984	Nandrolone phenpropionate	D006728	Hormones
DB00985	Dimenhydrinate	CHEBI:50919	antiemetic
DB00985	Dimenhydrinate	CHEBI:37955	H1-receptor antagonist
DB00985	Dimenhydrinate	D000932	Antiemetics
DB00985	Dimenhydrinate	D002491	Central Nervous System Agents
DB00985	Dimenhydrinate	D005765	Gastrointestinal Agents
DB00985	Dimenhydrinate	D018494	Histamine Agents
DB00985	Dimenhydrinate	D006633	Histamine Antagonists
DB00985	Dimenhydrinate	D006634	Histamine H1 Antagonists
DB00985	Dimenhydrinate	D018377	Neurotransmitter Agents
DB00986	Glycopyrrolate	N0000175574	Anticholinergic
DB00986	Glycopyrrolate	D000759	Adjuvants, Anesthesia
DB00986	Glycopyrrolate	D002491	Central Nervous System Agents
DB00986	Glycopyrrolate	D018678	Cholinergic Agents
DB00986	Glycopyrrolate	D018680	Cholinergic Antagonists
DB00986	Glycopyrrolate	D018727	Muscarinic Antagonists
DB00986	Glycopyrrolate	D018377	Neurotransmitter Agents
DB00987	Cytarabine	D000890	Anti-Infective Agents
DB00987	Cytarabine	D000970	Antineoplastic Agents
DB00987	Cytarabine	D000998	Antiviral Agents
DB00987	Cytarabine	N0000000233	Nucleic Acid Synthesis Inhibitors
DB00987	Cytarabine	N0000175595	Nucleoside Metabolic Inhibitor
DB00987	Cytarabine	D000890	Anti-Infective Agents
DB00987	Cytarabine	CHEBI:35610	antineoplastic agent
DB00987	Cytarabine	CHEBI:35705	immunosuppressive agent
DB00987	Cytarabine	D000963	Antimetabolites
DB00987	Cytarabine	D000964	Antimetabolites, Antineoplastic
DB00987	Cytarabine	D000970	Antineoplastic Agents
DB00987	Cytarabine	D000998	Antiviral Agents
DB00987	Cytarabine	D007155	Immunologic Factors
DB00987	Cytarabine	D007166	Immunosuppressive Agents
DB00987	Cytarabine	D009676	Noxae
DB00988	Dopamine	D015259	Dopamine Agents
DB00988	Dopamine	D018491	Dopamine Agonists
DB00988	Dopamine	D018377	Neurotransmitter Agents
DB00988	Dopamine	N0000175754	Aromatic Amino Acid Decarboxylation Inhibitor
DB00988	Dopamine	N0000175755	DOPA Decarboxylase Inhibitors
DB00988	Dopamine	D018726	Anti-Dyskinesia Agents
DB00988	Dopamine	CHEBI:66956	antidyskinesia agent
DB00988	Dopamine	CHEBI:48560	dopaminergic agent
DB00988	Dopamine	CHEBI:48407	antiparkinson drug
DB00988	Dopamine	CHEBI:50266	prodrug
DB00988	Dopamine	D000978	Antiparkinson Agents
DB00988	Dopamine	D002491	Central Nervous System Agents
DB00988	Dopamine	D015259	Dopamine Agents
DB00988	Dopamine	D018377	Neurotransmitter Agents
DB01235	L-DOPA	N0000175754	Aromatic Amino Acid Decarboxylation Inhibitor
DB01235	L-DOPA	N0000175755	DOPA Decarboxylase Inhibitors
DB01235	L-DOPA	D018726	Anti-Dyskinesia Agents
DB01235	L-DOPA	CHEBI:66956	antidyskinesia agent
DB01235	L-DOPA	CHEBI:48560	dopaminergic agent
DB01235	L-DOPA	CHEBI:48407	antiparkinson drug
DB01235	L-DOPA	CHEBI:50266	prodrug
DB01235	L-DOPA	D000978	Antiparkinson Agents
DB01235	L-DOPA	D002491	Central Nervous System Agents
DB01235	L-DOPA	D015259	Dopamine Agents
DB01235	L-DOPA	D018377	Neurotransmitter Agents
DB00988	Dopamine	N0000175570	Catecholamine
DB00988	Dopamine	N0000007715	Catecholamines
DB00988	Dopamine	CHEBI:38147	cardiotonic drug
DB00988	Dopamine	CHEBI:35522	beta-adrenergic agonist
DB00988	Dopamine	CHEBI:48560	dopaminergic agent
DB00988	Dopamine	CHEBI:35524	sympathomimetic agent
DB00988	Dopamine	D002316	Cardiotonic Agents
DB00988	Dopamine	D002317	Cardiovascular Agents
DB00988	Dopamine	D015259	Dopamine Agents
DB00988	Dopamine	D018377	Neurotransmitter Agents
DB00988	Dopamine	D020011	Protective Agents
DB00988	Dopamine	D013566	Sympathomimetics
DB00989	Rivastigmine	N0000175723	Cholinesterase Inhibitor
DB00989	Rivastigmine	CHEBI:63726	neuroprotective agent
DB00989	Rivastigmine	CHEBI:38323	cholinergic drug
DB00989	Rivastigmine	D002491	Central Nervous System Agents
DB00989	Rivastigmine	D018678	Cholinergic Agents
DB00989	Rivastigmine	D002800	Cholinesterase Inhibitors
DB00989	Rivastigmine	D004791	Enzyme Inhibitors
DB00989	Rivastigmine	D018696	Neuroprotective Agents
DB00989	Rivastigmine	D018377	Neurotransmitter Agents
DB00989	Rivastigmine	D020011	Protective Agents
DB00990	Exemestane	N0000175563	Aromatase Inhibitor
DB00990	Exemestane	CHEBI:35610	antineoplastic agent
DB00990	Exemestane	D000970	Antineoplastic Agents
DB00990	Exemestane	D047072	Aromatase Inhibitors
DB00990	Exemestane	D004791	Enzyme Inhibitors
DB00990	Exemestane	D004965	Estrogen Antagonists
DB00990	Exemestane	D006727	Hormone Antagonists
DB00990	Exemestane	D065088	Steroid Synthesis Inhibitors
DB00991	Oxaprozin	N0000000160	Cyclooxygenase Inhibitors
DB00991	Oxaprozin	N0000175721	Nonsteroidal Anti-inflammatory Compounds
DB00991	Oxaprozin	N0000175722	Nonsteroidal Anti-inflammatory Drug
DB00991	Oxaprozin	D000700	Analgesics
DB00991	Oxaprozin	D018712	Analgesics, Non-Narcotic
DB00991	Oxaprozin	D000893	Anti-Inflammatory Agents
DB00991	Oxaprozin	CHEBI:35475	non-steroidal anti-inflammatory drug
DB00991	Oxaprozin	CHEBI:35480	analgesic
DB00991	Oxaprozin	D000894	Anti-Inflammatory Agents, Non-Steroidal
DB00991	Oxaprozin	D018501	Antirheumatic Agents
DB00991	Oxaprozin	D018689	Sensory System Agents
DB00992	Methyl aminolevulinate	N0000175846	Porphyrin Precursor
DB00992	Methyl aminolevulinate	N0000171207	Porphyrinogens
DB00992	Methyl aminolevulinate	CHEBI:35610	antineoplastic agent
DB00992	Methyl aminolevulinate	CHEBI:47868	photosensitizing agent
DB00992	Methyl aminolevulinate	CHEBI:50266	prodrug
DB00992	Methyl aminolevulinate	CHEBI:50177	dermatologic drug
DB00993	Azathioprine	N0000000233	Nucleic Acid Synthesis Inhibitors
DB00993	Azathioprine	N0000175459	Nucleoside Analog
DB00993	Azathioprine	N0000175712	Purine Antimetabolite
DB00993	Azathioprine	N0000008065	Purines
DB00993	Azathioprine	D000963	Antimetabolites
DB00993	Azathioprine	D000964	Antimetabolites, Antineoplastic
DB00993	Azathioprine	D000970	Antineoplastic Agents
DB00993	Azathioprine	D018501	Antirheumatic Agents
DB00993	Azathioprine	D007155	Immunologic Factors
DB00993	Azathioprine	D007166	Immunosuppressive Agents
DB00993	Azathioprine	D009676	Noxae
DB00994	Neomycin	N0000175477	Aminoglycoside Antibacterial
DB00994	Neomycin	N0000007853	Aminoglycosides
DB00994	Neomycin	D000900	Anti-Bacterial Agents
DB00994	Neomycin	D000890	Anti-Infective Agents
DB00994	Neomycin	D004791	Enzyme Inhibitors
DB00994	Neomycin	D011500	Protein Synthesis Inhibitors
DB00995	Auranofin	CHEBI:35705	immunosuppressive agent
DB00995	Auranofin	CHEBI:35842	antirheumatic drug
DB00995	Auranofin	D018501	Antirheumatic Agents
DB00996	Gabapentin	CHEBI:50266	prodrug
DB00996	Gabapentin	CHEBI:35623	anticonvulsant
DB00996	Gabapentin	N0000175753	Anti-epileptic Agent
DB00996	Gabapentin	N0000008486	Decreased Central Nervous System Disorganized Electrical Activity
DB00996	Gabapentin	D000700	Analgesics
DB00996	Gabapentin	D014151	Anti-Anxiety Agents
DB00996	Gabapentin	D018726	Anti-Dyskinesia Agents
DB00996	Gabapentin	CHEBI:35623	anticonvulsant
DB00996	Gabapentin	D000927	Anticonvulsants
DB00996	Gabapentin	D018692	Antimanic Agents
DB00996	Gabapentin	D000978	Antiparkinson Agents
DB00996	Gabapentin	D002121	Calcium Channel Blockers
DB00996	Gabapentin	D002317	Cardiovascular Agents
DB00996	Gabapentin	D002491	Central Nervous System Agents
DB00996	Gabapentin	D002492	Central Nervous System Depressants
DB00996	Gabapentin	D018691	Excitatory Amino Acid Antagonists
DB00996	Gabapentin	D049990	Membrane Transport Modulators
DB00996	Gabapentin	D018377	Neurotransmitter Agents
DB00996	Gabapentin	D011619	Psychotropic Drugs
DB00996	Gabapentin	D018689	Sensory System Agents
DB00996	Gabapentin	D014149	Tranquilizing Agents
DB00997	Doxorubicin	N0000175414	Anthracycline Topoisomerase Inhibitor
DB00997	Doxorubicin	N0000007530	Anthracyclines
DB00997	Doxorubicin	N0000000176	Topoisomerase Inhibitors
DB00997	Doxorubicin	D000903	Antibiotics, Antineoplastic
DB00997	Doxorubicin	D000970	Antineoplastic Agents
DB00997	Doxorubicin	D004791	Enzyme Inhibitors
DB00997	Doxorubicin	D059005	Topoisomerase II Inhibitors
DB00998	Frovatriptan	N0000175763	Serotonin 1b Receptor Agonists
DB00998	Frovatriptan	N0000175764	Serotonin 1d Receptor Agonists
DB00998	Frovatriptan	N0000175765	Serotonin-1b and Serotonin-1d Receptor Agonist
DB00998	Frovatriptan	D018377	Neurotransmitter Agents
DB00998	Frovatriptan	D018490	Serotonin Agents
DB00998	Frovatriptan	D017366	Serotonin Receptor Agonists
DB00999	Hydrochlorothiazide	N0000175359	Increased Diuresis
DB00999	Hydrochlorothiazide	N0000175419	Thiazide Diuretic
DB00999	Hydrochlorothiazide	N0000166469	Thiazides
DB00999	Hydrochlorothiazide	CHEBI:35498	diuretic
DB00999	Hydrochlorothiazide	CHEBI:35674	antihypertensive agent
DB00999	Hydrochlorothiazide	D000959	Antihypertensive Agents
DB00999	Hydrochlorothiazide	D002317	Cardiovascular Agents
DB00999	Hydrochlorothiazide	D004232	Diuretics
DB00999	Hydrochlorothiazide	D049990	Membrane Transport Modulators
DB00999	Hydrochlorothiazide	D045283	Natriuretic Agents
DB00999	Hydrochlorothiazide	D049993	Sodium Chloride Symporter Inhibitors
DB01000	Cyclacillin	D000900	Anti-Bacterial Agents
DB01000	Cyclacillin	D000890	Anti-Infective Agents
DB01000	Cyclacillin	CHEBI:36047	antibacterial drug
DB01001	Salbutamol	N0000009922	Adrenergic beta2-Agonists
DB01001	Salbutamol	N0000175779	beta2-Adrenergic Agonist
DB01001	Salbutamol	D018663	Adrenergic Agents
DB01001	Salbutamol	D000322	Adrenergic Agonists
DB01001	Salbutamol	D058666	Adrenergic beta-2 Receptor Agonists
DB01001	Salbutamol	D000318	Adrenergic beta-Agonists
DB01001	Salbutamol	D018927	Anti-Asthmatic Agents
DB01001	Salbutamol	CHEBI:35522	beta-adrenergic agonist
DB01001	Salbutamol	CHEBI:35523	bronchodilator agent
DB01001	Salbutamol	D001993	Bronchodilator Agents
DB01001	Salbutamol	D018377	Neurotransmitter Agents
DB01001	Salbutamol	D012102	Reproductive Control Agents
DB01001	Salbutamol	D019141	Respiratory System Agents
DB01001	Salbutamol	D015149	Tocolytic Agents
DB01002	Levobupivacaine	D000777	Anesthetics
DB01002	Levobupivacaine	D000779	Anesthetics, Local
DB01002	Levobupivacaine	CHEBI:36333	local anaesthetic
DB01002	Levobupivacaine	CHEBI:37887	adrenergic antagonist
DB01002	Levobupivacaine	D002491	Central Nervous System Agents
DB01002	Levobupivacaine	D002492	Central Nervous System Depressants
DB01002	Levobupivacaine	D018689	Sensory System Agents
DB01003	Cromoglicic acid	N0000175628	Decreased Histamine Release
DB01003	Cromoglicic acid	N0000175630	Mast Cell Stabilizer
DB01003	Cromoglicic acid	D018927	Anti-Asthmatic Agents
DB01003	Cromoglicic acid	CHEBI:49167	anti-asthmatic drug
DB01003	Cromoglicic acid	D019141	Respiratory System Agents
DB01004	Ganciclovir	N0000175461	Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor
DB01004	Ganciclovir	N0000020060	DNA Polymerase Inhibitors
DB01004	Ganciclovir	N0000175459	Nucleoside Analog
DB01004	Ganciclovir	N0000175466	Nucleoside Analog Antiviral
DB01004	Ganciclovir	D000890	Anti-Infective Agents
DB01004	Ganciclovir	CHEBI:36044	antiviral drug
DB01004	Ganciclovir	CHEBI:35441	antiinfective agent
DB01004	Ganciclovir	D000998	Antiviral Agents
DB01005	Hydroxyurea	N0000180853	Antimetabolite
DB01005	Hydroxyurea	N0000006999	Urea
DB01005	Hydroxyurea	CHEBI:35610	antineoplastic agent
DB01005	Hydroxyurea	CHEBI:50846	immunomodulator
DB01005	Hydroxyurea	D000970	Antineoplastic Agents
DB01005	Hydroxyurea	D000986	Antisickling Agents
DB01005	Hydroxyurea	D004791	Enzyme Inhibitors
DB01005	Hydroxyurea	D006401	Hematologic Agents
DB01005	Hydroxyurea	D019384	Nucleic Acid Synthesis Inhibitors
DB01006	Letrozole	N0000175563	Aromatase Inhibitor
DB01006	Letrozole	CHEBI:35610	antineoplastic agent
DB01006	Letrozole	D000970	Antineoplastic Agents
DB01006	Letrozole	D047072	Aromatase Inhibitors
DB01006	Letrozole	D004791	Enzyme Inhibitors
DB01006	Letrozole	D004965	Estrogen Antagonists
DB01006	Letrozole	D006727	Hormone Antagonists
DB01006	Letrozole	D065088	Steroid Synthesis Inhibitors
DB01007	Tioconazole	N0000175487	Azole Antifungal
DB01007	Tioconazole	N0000008217	Azoles
DB01007	Tioconazole	D058888	14-alpha Demethylase Inhibitors
DB01007	Tioconazole	D000890	Anti-Infective Agents
DB01007	Tioconazole	CHEBI:35441	antiinfective agent
DB01007	Tioconazole	D000935	Antifungal Agents
DB01007	Tioconazole	D065607	Cytochrome P-450 Enzyme Inhibitors
DB01007	Tioconazole	D004791	Enzyme Inhibitors
DB01007	Tioconazole	D006727	Hormone Antagonists
DB01007	Tioconazole	D065088	Steroid Synthesis Inhibitors
DB01008	Busulfan	N0000000236	Alkylating Activity
DB01008	Busulfan	N0000175558	Alkylating Drug
DB01008	Busulfan	D000477	Alkylating Agents
DB01008	Busulfan	CHEBI:67105	insect sterilant
DB01008	Busulfan	CHEBI:35610	antineoplastic agent
DB01008	Busulfan	D000970	Antineoplastic Agents
DB01008	Busulfan	D018906	Antineoplastic Agents, Alkylating
DB01008	Busulfan	D007155	Immunologic Factors
DB01008	Busulfan	D007166	Immunosuppressive Agents
DB01008	Busulfan	D019653	Myeloablative Agonists
DB01008	Busulfan	D009676	Noxae
DB01009	Ketoprofen	N0000175721	Nonsteroidal Anti-inflammatory Compounds
DB01009	Ketoprofen	N0000175722	Nonsteroidal Anti-inflammatory Drug
DB01009	Ketoprofen	D000700	Analgesics
DB01009	Ketoprofen	D018712	Analgesics, Non-Narcotic
DB01009	Ketoprofen	D000893	Anti-Inflammatory Agents
DB01009	Ketoprofen	D000894	Anti-Inflammatory Agents, Non-Steroidal
DB01009	Ketoprofen	CHEBI:35475	non-steroidal anti-inflammatory drug
DB01009	Ketoprofen	CHEBI:35493	antipyretic
DB01009	Ketoprofen	D018501	Antirheumatic Agents
DB01009	Ketoprofen	D016861	Cyclooxygenase Inhibitors
DB01009	Ketoprofen	D004791	Enzyme Inhibitors
DB01009	Ketoprofen	D018689	Sensory System Agents
DB01010	Edrophonium	N0000175723	Cholinesterase Inhibitor
DB01010	Edrophonium	CHEBI:33295	diagnostic agent
DB01010	Edrophonium	CHEBI:50247	antidote
DB01010	Edrophonium	D000931	Antidotes
DB01010	Edrophonium	D018678	Cholinergic Agents
DB01010	Edrophonium	D002800	Cholinesterase Inhibitors
DB01010	Edrophonium	D004791	Enzyme Inhibitors
DB01010	Edrophonium	D018377	Neurotransmitter Agents
DB01010	Edrophonium	D020011	Protective Agents
DB01011	Metyrapone	N0000175928	Adrenal Steroid Synthesis Inhibitor
DB01011	Metyrapone	N0000175921	Adrenal Steroid Synthesis Inhibitors
DB01011	Metyrapone	CHEBI:33295	diagnostic agent
DB01011	Metyrapone	D000963	Antimetabolites
DB01011	Metyrapone	D004791	Enzyme Inhibitors
DB01011	Metyrapone	D009676	Noxae
DB01012	Cinacalcet	N0000175902	Calcium-sensing Receptor Agonist
DB01012	Cinacalcet	N0000020081	Increased Calcium-sensing Receptor Sensitivity
DB01012	Cinacalcet	CHEBI:48525	calcimimetic
DB01012	Cinacalcet	D057966	Calcimimetic Agents
DB01012	Cinacalcet	D006727	Hormone Antagonists
DB01013	Clobetasol propionate	D000893	Anti-Inflammatory Agents
DB01013	Clobetasol propionate	CHEBI:35472	anti-inflammatory drug
DB01013	Clobetasol propionate	D005938	Glucocorticoids
DB01013	Clobetasol propionate	D006728	Hormones
DB01015	Sulfamethoxazole	N0000175504	Sulfonamide Antimicrobial
DB01015	Sulfamethoxazole	N0000008048	Sulfonamides
DB01015	Sulfamethoxazole	N0000185504	Cytochrome P450 2C9 Inhibitors
DB01015	Sulfamethoxazole	D000890	Anti-Infective Agents
DB01015	Sulfamethoxazole	CHEBI:88188	drug allergen
DB01015	Sulfamethoxazole	CHEBI:35441	antiinfective agent
DB01016	Glyburide	N0000175608	Sulfonylurea
DB01016	Glyburide	N0000008054	Sulfonylurea Compounds
DB01016	Glyburide	CHEBI:38070	anti-arrhythmia drug
DB01016	Glyburide	CHEBI:35526	hypoglycemic agent
DB01016	Glyburide	D007004	Hypoglycemic Agents
DB01017	Minocycline	N0000175882	Tetracycline-class Drug
DB01017	Minocycline	N0000007948	Tetracyclines
DB01017	Minocycline	D000900	Anti-Bacterial Agents
DB01017	Minocycline	D000890	Anti-Infective Agents
DB01018	Guanfacine	N0000009918	Adrenergic alpha2-Agonists
DB01018	Guanfacine	N0000175554	Central alpha-2 Adrenergic Agonist
DB01018	Guanfacine	D018663	Adrenergic Agents
DB01018	Guanfacine	D000322	Adrenergic Agonists
DB01018	Guanfacine	D058647	Adrenergic alpha-2 Receptor Agonists
DB01018	Guanfacine	D000316	Adrenergic alpha-Agonists
DB01018	Guanfacine	D000959	Antihypertensive Agents
DB01018	Guanfacine	D002317	Cardiovascular Agents
DB01018	Guanfacine	D018377	Neurotransmitter Agents
DB01019	Bethanechol	N0000175840	Cholinergic Muscarinic Agonist
DB01019	Bethanechol	N0000000104	Cholinergic Muscarinic Agonists
DB01019	Bethanechol	CHEBI:38325	muscarinic agonist
DB01019	Bethanechol	D018678	Cholinergic Agents
DB01019	Bethanechol	D018679	Cholinergic Agonists
DB01019	Bethanechol	D018721	Muscarinic Agonists
DB01019	Bethanechol	D018377	Neurotransmitter Agents
DB01019	Bethanechol	D010277	Parasympathomimetics
DB01020	Isosorbide Mononitrate	N0000175415	Nitrate Vasodilator
DB01020	Isosorbide Mononitrate	N0000007647	Nitrates
DB01020	Isosorbide Mononitrate	N0000009909	Vasodilation
DB01020	Isosorbide Mononitrate	CHEBI:35620	vasodilator agent
DB01020	Isosorbide Mononitrate	D002317	Cardiovascular Agents
DB01020	Isosorbide Mononitrate	D020030	Nitric Oxide Donors
DB01020	Isosorbide Mononitrate	D014665	Vasodilator Agents
DB01021	Trichlormethiazide	D000959	Antihypertensive Agents
DB01021	Trichlormethiazide	D002317	Cardiovascular Agents
DB01021	Trichlormethiazide	D004232	Diuretics
DB01021	Trichlormethiazide	D049990	Membrane Transport Modulators
DB01021	Trichlormethiazide	D045283	Natriuretic Agents
DB01021	Trichlormethiazide	D049993	Sodium Chloride Symporter Inhibitors
DB01022	Phylloquinone	N0000175965	Increased Prothrombin Activity
DB01022	Phylloquinone	N0000175982	Reversed Anticoagulation Activity
DB01022	Phylloquinone	N0000006290	Vitamin K
DB01022	Phylloquinone	N0000175966	Warfarin Reversal Agent
DB01022	Phylloquinone	D000933	Antifibrinolytic Agents
DB01022	Phylloquinone	D003029	Coagulants
DB01022	Phylloquinone	D006133	Growth Substances
DB01022	Phylloquinone	D006401	Hematologic Agents
DB01022	Phylloquinone	D006490	Hemostatics
DB01022	Phylloquinone	D018977	Micronutrients
DB01022	Phylloquinone	D014815	Vitamins
DB01023	Felodipine	N0000000069	Calcium Channel Antagonists
DB01023	Felodipine	N0000175421	Dihydropyridine Calcium Channel Blocker
DB01023	Felodipine	N0000007556	Dihydropyridines
DB01023	Felodipine	D000889	Anti-Arrhythmia Agents
DB01023	Felodipine	CHEBI:35674	antihypertensive agent
DB01023	Felodipine	CHEBI:35620	vasodilator agent
DB01023	Felodipine	CHEBI:38070	anti-arrhythmia drug
DB01023	Felodipine	D000959	Antihypertensive Agents
DB01023	Felodipine	D002121	Calcium Channel Blockers
DB01023	Felodipine	D002317	Cardiovascular Agents
DB01023	Felodipine	D049990	Membrane Transport Modulators
DB01023	Felodipine	D014665	Vasodilator Agents
DB01024	Mycophenolic acid	N0000175613	Antimetabolite Immunosuppressant
DB01024	Mycophenolic acid	CHEBI:35610	antineoplastic agent
DB01024	Mycophenolic acid	CHEBI:35705	immunosuppressive agent
DB01024	Mycophenolic acid	D000903	Antibiotics, Antineoplastic
DB01024	Mycophenolic acid	D000970	Antineoplastic Agents
DB01024	Mycophenolic acid	D004791	Enzyme Inhibitors
DB01025	Amlexanox	N0000175628	Decreased Histamine Release
DB01025	Amlexanox	D018926	Anti-Allergic Agents
DB01025	Amlexanox	CHEBI:50857	anti-allergic agent
DB01025	Amlexanox	CHEBI:49201	anti-ulcer drug
DB01025	Amlexanox	CHEBI:35475	non-steroidal anti-inflammatory drug
DB01026	Ketoconazole	N0000175487	Azole Antifungal
DB01026	Ketoconazole	N0000008217	Azoles
DB01026	Ketoconazole	N0000182141	Cytochrome P450 3A4 Inhibitors
DB01026	Ketoconazole	N0000190115	Cytochrome P450 3A5 Inhibitors
DB01026	Ketoconazole	N0000185503	P-Glycoprotein Inhibitors
DB01026	Ketoconazole	D058888	14-alpha Demethylase Inhibitors
DB01026	Ketoconazole	D000890	Anti-Infective Agents
DB01026	Ketoconazole	D000935	Antifungal Agents
DB01026	Ketoconazole	D065692	Cytochrome P-450 CYP3A Inhibitors
DB01026	Ketoconazole	D065607	Cytochrome P-450 Enzyme Inhibitors
DB01026	Ketoconazole	D004791	Enzyme Inhibitors
DB01026	Ketoconazole	D006727	Hormone Antagonists
DB01026	Ketoconazole	D065088	Steroid Synthesis Inhibitors
DB01028	Methoxyflurane	D000777	Anesthetics
DB01028	Methoxyflurane	D018685	Anesthetics, Inhalation
DB01028	Methoxyflurane	CHEBI:38870	inhalation anaesthetic
DB01028	Methoxyflurane	CHEBI:35481	non-narcotic analgesic
DB01028	Methoxyflurane	D002491	Central Nervous System Agents
DB01028	Methoxyflurane	D002492	Central Nervous System Depressants
DB01029	Irbesartan	N0000000070	Angiotensin 2 Receptor Antagonists
DB01029	Irbesartan	N0000175561	Angiotensin 2 Receptor Blocker
DB01029	Irbesartan	D047228	Angiotensin II Type 1 Receptor Blockers
DB01029	Irbesartan	D057911	Angiotensin Receptor Antagonists
DB01029	Irbesartan	CHEBI:35674	antihypertensive agent
DB01029	Irbesartan	CHEBI:61016	angiotensin receptor antagonist
DB01029	Irbesartan	D000959	Antihypertensive Agents
DB01029	Irbesartan	D002317	Cardiovascular Agents
DB01030	Topotecan	N0000175609	Topoisomerase Inhibitor
DB01030	Topotecan	N0000000176	Topoisomerase Inhibitors
DB01030	Topotecan	CHEBI:35610	antineoplastic agent
DB01030	Topotecan	D000970	Antineoplastic Agents
DB01030	Topotecan	D004791	Enzyme Inhibitors
DB01030	Topotecan	D059004	Topoisomerase I Inhibitors
DB01031	Ethinamate	CHEBI:35717	sedative
DB01032	Probenecid	D000277	Adjuvants, Pharmaceutic
DB01032	Probenecid	CHEBI:35841	uricosuric drug
DB01032	Probenecid	D018501	Antirheumatic Agents
DB01032	Probenecid	D006074	Gout Suppressants
DB01032	Probenecid	D010592	Pharmaceutic Aids
DB01032	Probenecid	D014528	Uricosuric Agents
DB01033	Mercaptopurine	CHEBI:35610	antineoplastic agent
DB01033	Mercaptopurine	D000963	Antimetabolites
DB01033	Mercaptopurine	D000964	Antimetabolites, Antineoplastic
DB01033	Mercaptopurine	D000970	Antineoplastic Agents
DB01033	Mercaptopurine	D004791	Enzyme Inhibitors
DB01033	Mercaptopurine	D007155	Immunologic Factors
DB01033	Mercaptopurine	D007166	Immunosuppressive Agents
DB01033	Mercaptopurine	D009676	Noxae
DB01033	Mercaptopurine	D019384	Nucleic Acid Synthesis Inhibitors
DB01034	Cerulenin	D000890	Anti-Infective Agents
DB01034	Cerulenin	CHEBI:35441	antiinfective agent
DB01034	Cerulenin	CHEBI:35679	antilipemic drug
DB01034	Cerulenin	D000935	Antifungal Agents
DB01034	Cerulenin	D000963	Antimetabolites
DB01034	Cerulenin	D054872	Fatty Acid Synthesis Inhibitors
DB01034	Cerulenin	D000960	Hypolipidemic Agents
DB01035	Procainamide	N0000175426	Antiarrhythmic
DB01035	Procainamide	D000889	Anti-Arrhythmia Agents
DB01035	Procainamide	CHEBI:38070	anti-arrhythmia drug
DB01035	Procainamide	CHEBI:50427	platelet aggregation inhibitor
DB01035	Procainamide	D002317	Cardiovascular Agents
