GeneID	drugbank_id	drugbank_name	TARGET_NAME	TARGET_FAMILY	ACTION_TYPE	SOURCE	REFERENCE
3356	DB08815	Lurasidone	5-hydroxytryptamine receptor 2A	GPCR	ANTAGONIST	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200603s015lbl.pdf
4719	DB00331	Metformin	Mitochondrial complex I (NADH dehydrogenase)	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1431
3358	DB00247	Methysergide	5-hydroxytryptamine receptor 2C	GPCR	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=134
3358	DB00340	Metixene	5-hydroxytryptamine receptor 2C	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201342
3358	DB00370	Mirtazapine	5-hydroxytryptamine receptor 2C	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL654
3358	DB00656	Trazodone	5-hydroxytryptamine receptor 2C	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL621
3358	DB06144	Sertindole	5-hydroxytryptamine receptor 2C	GPCR	INVERSE AGONIST	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/10991983
3358	DB06148	Mianserin	5-hydroxytryptamine receptor 2C	GPCR	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135
3358	DB06594	Agomelatine	5-hydroxytryptamine receptor 2C	GPCR	ANTAGONIST	DRUG LABEL	http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000916/WC500038317.pdf
5424	DB00441	Gemcitabine	DNA polymerase (alpha/delta/epsilon)	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL888
5424	DB00987	Cytarabine	DNA polymerase (alpha/delta/epsilon)	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL803
2562	DB00186	Lorazepam	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL580
2562	DB00189	Ethchlorvynol	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL591
2562	DB00241	Butalbital	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL454
2562	DB00306	Talbutal	GABA-A receptor; anion channel	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802
2562	DB00312	Pentobarbital	Gamma-aminobutyric acid receptor subunit beta-3	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL448
2562	DB00371	Meprobamate	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL979
2562	DB00371	Meprobamate	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL979
2562	DB00371	Meprobamate	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL979
2562	DB00371	Meprobamate	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL979
2562	DB00404	Alprazolam	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL661
2562	DB00404	Alprazolam	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL661
2562	DB00404	Alprazolam	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL661
2562	DB00425	Zolpidem	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1723343
2562	DB00425	Zolpidem	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1723343
2562	DB00425	Zolpidem	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1723343
2562	DB00474	Methohexital	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL7413
2562	DB00475	Chlordiazepoxide	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL451
2562	DB00475	Chlordiazepoxide	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL451
2562	DB00475	Chlordiazepoxide	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL451
2562	DB00546	Adinazolam	GABA-A receptor	Ion channel	POSITIVE ALLOSTERIC MODULATOR	KEGG DRUG	http://www.kegg.jp/entry/D02770
2562	DB00628	Clorazepate	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1213252
2562	DB00628	Clorazepate	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1213252
2562	DB00628	Clorazepate	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1213252
2562	DB00659	Acamprosate	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201293
2562	DB00683	Midazolam	GABA A receptor alpha-5/beta-3/gamma-3	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL655
2562	DB00683	Midazolam	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL655
2562	DB00753	Isoflurane	GABA-A receptor; anion channel	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1256
2562	DB00801	Halazepam	GABA-A receptor; anion channel	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL970
2562	DB00818	Propofol	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL526
2562	DB00829	Diazepam	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12
2562	DB00829	Diazepam	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12
2562	DB00829	Diazepam	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12
2562	DB00829	Diazepam	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12
2562	DB00829	Diazepam	GABA A receptor alpha-5/beta-3/gamma-3	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL12
2562	DB00842	Oxazepam	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL568
2562	DB00897	Triazolam	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646
2562	DB00897	Triazolam	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646
2562	DB00897	Triazolam	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646
2562	DB00897	Triazolam	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646
2562	DB00897	Triazolam	GABA-A receptor	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646
2562	DB00897	Triazolam	GABA A receptor alpha-5/beta-3/gamma-3	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646
2562	DB00962	Zaleplon	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1521
2562	DB01028	Methoxyflurane	GABA-A receptor; anion channel	Ion channel	POSITIVE MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1341
2562	DB01107	Methyprylon	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200790
2562	DB01154	Thiamylal	GABA-A receptor; anion channel	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
2562	DB01159	Halothane	GABA-A receptor; anion channel	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
2562	DB01189	Desflurane	GABA-A receptor; anion channel	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200733
2562	DB01198	Zopiclone	GABA A receptor alpha-5/beta-3/gamma-3	Ion channel	POSITIVE MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021476s030lbl.pdf
2562	DB01198	Zopiclone	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021476s030lbl.pdf
2562	DB01205	Flumazenil	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	ALLOSTERIC ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL407
2562	DB01205	Flumazenil	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	ALLOSTERIC ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL407
2562	DB01205	Flumazenil	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	ALLOSTERIC ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL407
2562	DB01205	Flumazenil	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	ALLOSTERIC ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL407
2562	DB01205	Flumazenil	GABA-A receptor alpha-6/beta-3/gamma-2	Ion channel	ALLOSTERIC ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL407
2562	DB01215	Estazolam	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL285674
2562	DB01215	Estazolam	GABA-A receptor alpha-3/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL285674
2562	DB01215	Estazolam	GABA-A receptor alpha-2/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL285674
2562	DB01236	Sevoflurane	GABA-A receptor; anion channel	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694
2562	DB01437	Glutethimide	GABA-A receptor alpha-1/beta-3/gamma-2	Ion channel	POSITIVE MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1102
2562	DB06716	Fospropofol	GABA-A receptor	Ion channel	POSITIVE ALLOSTERIC MODULATOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/019627s062lbl.pdf
6257	DB00307	Bexarotene	Retinoic acid receptor RXR-beta	Nuclear hormone receptor	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1023
6257	DB00523	Alitretinoin	Retinoic acid receptor RXR-beta	Nuclear hormone receptor	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL705
3612	DB01356	Lithium	Inositol-1(or 4)-monophosphatase 1	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201170
3612	DB01356	Lithium	Inositol-1(or 4)-monophosphatase 1	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200826
135	DB00122	Choline	Adenosine receptor A2a	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
135	DB00122	Choline	Adenosine A2 receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
135	DB00277	Theophylline	Adenosine receptor A2a	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
135	DB00277	Theophylline	Adenosine A2 receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
135	DB01303	Oxtriphylline	Adenosine receptor A2a	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
135	DB01303	Oxtriphylline	Adenosine A2 receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
135	DB00201	Caffeine	Adenosine receptor A2a	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL113
135	DB00277	Theophylline	Adenosine receptor A2a	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL190
135	DB01223	Aminophylline	Adenosine receptor A2a	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL190
135	DB00640	Adenosine	Adenosine receptor A2a	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL477
135	DB06213	Regadenoson	Adenosine receptor A2a	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL317052
136	DB00122	Choline	Adenosine receptor A2b	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
136	DB00122	Choline	Adenosine A2 receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
136	DB00277	Theophylline	Adenosine receptor A2b	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
136	DB00277	Theophylline	Adenosine A2 receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
136	DB01303	Oxtriphylline	Adenosine receptor A2b	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
136	DB01303	Oxtriphylline	Adenosine A2 receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
136	DB00201	Caffeine	Adenosine receptor A2b	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL113
136	DB00277	Theophylline	Adenosine receptor A2b	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL190
136	DB01223	Aminophylline	Adenosine receptor A2b	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL190
136	DB00640	Adenosine	Adenosine receptor A2b	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL477
136	DB00806	Pentoxifylline	Adenosine receptor A2b	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL628
1969	DB01254	Dasatinib	Ephrin type-A receptor 2	Kinase	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1421
624	DB06196	Icatibant	B2 bradykinin receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2028850
554	DB00035	Desmopressin	Vasopressin V2 receptor	GPCR	AGONIST	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/9792651
554	DB00872	Conivaptan	Vasopressin V2 receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201108
554	DB06212	Tolvaptan	Vasopressin V2 receptor	GPCR	ANTAGONIST	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/022275s014lbl.pdf
6529	DB00906	Tiagabine	Sodium- and chloride-dependent GABA transporter 1	Transporter	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1027
134	DB00122	Choline	Adenosine receptor A1	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
134	DB00277	Theophylline	Adenosine receptor A1	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
134	DB01303	Oxtriphylline	Adenosine receptor A1	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200434
134	DB00201	Caffeine	Adenosine receptor A1	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL113
134	DB00277	Theophylline	Adenosine receptor A1	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL190
134	DB01223	Aminophylline	Adenosine receptor A1	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL190
134	DB00640	Adenosine	Adenosine receptor A1	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL477
185	DB00177	Valsartan	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1069
185	DB00275	Olmesartan	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1516
185	DB00678	Losartan	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL995
185	DB00796	Candesartan	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1016
185	DB00876	Eprosartan	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL813
185	DB00966	Telmisartan	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1017
185	DB01029	Irbesartan	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1513
185	DB01349	Tasosartan	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/10487332
185	DB08822	Azilsartan medoxomil	Type-1 angiotensin II receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL57242
5021	DB01282	Carbetocin	Oxytocin receptor	GPCR	AGONIST	DRUG LABEL	https://www.ebs.tga.gov.au/ebs/picmi/picmirepository.nsf/pdf?OpenAgent&id=CP-2015-PI-01665-1
6751	DB00104	Octreotide	Somatostatin receptor type 1	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1680
6751	DB06663	Pasireotide	Somatostatin receptor type 1	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL3039583
6752	DB00104	Octreotide	Somatostatin receptor type 2	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1680
6752	DB06663	Pasireotide	Somatostatin receptor type 2	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL3039583
1143	DB00657	Mecamylamine	Neuronal acetylcholine receptor; alpha3/beta4	Ion channel	NEGATIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL267936
1143	DB01090	Pentolinium	Neuronal acetylcholine receptor; alpha3/beta4	Ion channel	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1271
1143	DB01116	Trimethaphan	Neuronal acetylcholine receptor; alpha3/beta4	Ion channel	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201329
2798	DB00014	Goserelin	Gonadotropin-releasing hormone receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200501
2798	DB00050	Cetrorelix	Gonadotropin-releasing hormone receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200490
2798	DB00644	Gonadorelin	Gonadotropin-releasing hormone receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1007
2798	DB00666	Nafarelin	Gonadotropin-releasing hormone receptor	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200671
2798	DB06699	Degarelix	Gonadotropin-releasing hormone receptor	GPCR	ANTAGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL415606
6716	DB01126	Dutasteride	3-oxo-5-alpha-steroid 4-dehydrogenase 2	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200969
6716	DB01216	Finasteride	3-oxo-5-alpha-steroid 4-dehydrogenase 2	Enzyme	INHIBITOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020788s024lbl.pdf
1373	DB06775	Carglumic Acid	Carbamoyl-phosphate synthase [ammonia], mitochondrial	Enzyme	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201780
6241	DB00441	Gemcitabine	Ribonucleoside-diphosphate reductase subunit M2	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL888
6241	DB00631	Clofarabine	Ribonucleoside-diphosphate reductase subunit M2	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1750
6241	DB01005	Hydroxyurea	Ribonucleoside-diphosphate reductase subunit M2	Enzyme	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL467
6754	DB00104	Octreotide	Somatostatin receptor type 4	GPCR	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1680
6524	DB06292	Dapagliflozin	Sodium/glucose cotransporter 2	Transporter	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4594
6524	DB08907	Canagliflozin	Sodium/glucose cotransporter 2	Transporter	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103841
2558	DB00306	Talbutal	GABA-A receptor; anion channel	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802
2558	DB00371	Meprobamate	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL979
2558	DB00402	Eszopiclone	GABA A receptor alpha-5/beta-2/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1522
2558	DB00402	Eszopiclone	GABA A receptor alpha-5/beta-2/gamma-3	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1522
2558	DB00404	Alprazolam	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL661
2558	DB00475	Chlordiazepoxide	GABA-A receptor alpha-5/beta-3/gamma-2	Ion channel	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL451
2558	DB00546	Adinazolam	GABA-A receptor	Ion channel	POSITIVE ALLOSTERIC MODULATOR	KEGG DRUG	http://www.kegg.jp/entry/D02770
