class_id	class_name	class_source	class_type	url
N0000175705	Partial Cholinergic Nicotinic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175705
N0000175706	Cholinergic Nicotinic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175706
N0000175712	Purine Antimetabolite	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175712
N0000175713	Antirheumatic Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175713
N0000175716	Respiratory Stimulant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175716
N0000175719	Depolarizing Neuromuscular Blocker	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175719
N0000175720	Nondepolarizing Neuromuscular Blocker	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175720
N0000175722	Nonsteroidal Anti-inflammatory Drug	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175722
N0000175723	Cholinesterase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175723
N0000175737	Muscle Relaxant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175737
N0000175738	Skeletal Muscle Relaxant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175738
N0000175739	Central Nervous System Stimulant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175739
N0000175740	Benzothiazole	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175740
N0000175742	Cholinesterase Reactivator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175742
N0000175743	Melatonin Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175743
N0000175744	Monoamine Oxidase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175744
N0000175745	N-methyl-D-aspartate Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175745
N0000175746	Phenothiazine	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175746
N0000175749	Serotonin and Norepinephrine Reuptake Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175749
N0000175750	Antihistamine	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175750
N0000175751	Mood Stabilizer	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175751
N0000175752	Tricyclic Antidepressant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175752
N0000175753	Anti-epileptic Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175753
N0000175754	Aromatic Amino Acid Decarboxylation Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175754
N0000175757	Catechol-O-Methyltransferase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175757
N0000175759	gamma-Aminobutyric Acid-ergic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175759
N0000175762	Monoamine Oxidase Type B Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175762
N0000175765	Serotonin-1b and Serotonin-1d Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175765
N0000175766	Ergotamine Derivative	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175766
N0000175767	Ergot-derived Dopamine Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175767
N0000175768	Nonergot Dopamine Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175768
N0000175769	Sympathomimetic-like Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175769
N0000175772	Acetylcholine Releasing Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175772
N0000175777	Leukotriene Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175777
N0000175779	beta2-Adrenergic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175779
N0000175780	Amino Acid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175780
N0000175781	Aminosalicylate	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175781
N0000175782	Cannabinoid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175782
N0000175783	Glucosylceramide Synthase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175783
N0000175784	Histamine-2 Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175784
N0000175785	Prostaglandin E1 Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175785
N0000175786	Substance P/Neurokinin-1 Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175786
N0000175790	Methylxanthine	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175790
N0000175796	Non-narcotic Antitussive	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175796
N0000175800	Dopamine-2 Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175800
N0000175801	Aluminum Complex	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175801
N0000175802	Bile Acid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175802
N0000175809	Hydroxyphenyl-Pyruvate Dioxygenase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175809
N0000175810	Osmotic Diuretic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175810
N0000175811	Osmotic Laxative	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175811
N0000175812	Stimulant Laxative	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175812
N0000175814	Sclerosing Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175814
N0000175818	Serotonin-3 Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175818
N0000175824	Androgen	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175824
N0000175825	Estrogen	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175825
N0000175826	Estrogen Agonist/Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175826
N0000175827	Ergot Derivative	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175827
N0000175832	Progestin-containing Intrauterine Device	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175832
N0000175836	5-alpha Reductase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175836
N0000175837	Glycosaminoglycan	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175837
N0000175839	Gonadotropin Releasing Hormone Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175839
N0000175840	Cholinergic Muscarinic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175840
N0000175841	Progestin Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175841
N0000175842	alpha-Hydroxy Acid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175842
N0000175846	Porphyrin Precursor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175846
N0000175847	Pyrethroid	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175847
N0000175848	Tubulin Inhibiting Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175848
N0000175849	Vitamin D Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175849
N0000175853	Depigmenting Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175853
N0000175864	Contrast Agent for Ultrasound Imaging	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175864
N0000175874	Allylamine Antifungal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175874
N0000175875	Benzylamine Antifungal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175875
N0000175877	Macrolide	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175877
N0000175879	Psoralen	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175879
N0000175880	Sulfonamide	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175880
N0000175881	Sulfone	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175881
N0000175882	Tetracycline-class Drug	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175882
N0000175883	Adrenergic Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175883
N0000175884	Cholinergic Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175884
N0000175887	Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175887
N0000175889	Protease Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175889
N0000175895	Blood Viscosity Reducer	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175895
N0000175902	Calcium-sensing Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175902
N0000175903	Carnitine Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175903
N0000175904	Somatostatin Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175904
N0000175905	Vasopressin Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175905
N0000175908	Vitamin D3 Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175908
N0000175909	Provitamin D2 Compound	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175909
N0000175911	Dietary Cholesterol Absorption Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175911
N0000175913	Dipeptidyl Peptidase 4 Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175913
N0000175916	Factor VIII Activator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175916
N0000175918	Thyroid Hormone Synthesis Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175918
N0000175928	Adrenal Steroid Synthesis Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175928
N0000175930	beta Lactamase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175930
N0000175934	Dihydrofolate Reductase Inhibitor Antimalarial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175934
N0000175935	Macrolide Antimicrobial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175935
N0000175936	Polyene Antimicrobial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175936
N0000175937	Quinolone Antimicrobial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175937
N0000175938	Tetracycline-class Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175938
N0000175939	Cyclooxygenase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175939
N0000175940	Vasodilator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175940
N0000175945	l-Thyroxine	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175945
N0000175946	l-Triiodothyronine	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175946
N0000175951	Vitamin B12	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175951
N0000175956	5-Lipoxygenase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175956
N0000175961	Antidote for Acetaminophen Overdose	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175961
N0000175963	Lead Chelator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175963
N0000175966	Warfarin Reversal Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175966
N0000175973	Thrombopoietin Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175973
N0000175980	Anti-coagulant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175980
N0000175984	Photoactivated Radical Generator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000175984
N0000178326	Hematopoietic Stem Cell Mobilizer	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000178326
N0000178368	Thrombopoiesis Stimulating Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000178368
N0000178369	Folate Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000178369
N0000178372	Antiemetic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000178372
N0000178374	Antidiarrheal	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000178374
N0000178375	Adenosine Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000178375
N0000178376	Vasopressin Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000178376
N0000180182	Typical Antipsychotic	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180182
N0000180184	Paramagnetic Contrast Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180184
N0000180185	Radiographic Contrast Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180185
N0000180186	Peroxisome Proliferator Receptor gamma Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180186
N0000180187	Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180187
N0000180188	Herpes Zoster Virus Nucleoside Analog DNA Polymerase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180188
N0000180189	Prostaglandin E1 Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180189
N0000180190	Thiazolidinedione	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180190
N0000180292	Bile Acid Sequestrant	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180292
N0000180850	Actinomycin	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180850
N0000180853	Antimetabolite	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180853
N0000180854	Cytoprotective Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180854
N0000180855	Aminoketone	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000180855
N0000181811	Pediculicide	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000181811
N0000181816	Sphingosine 1-phosphate Receptor Modulator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000181816
N0000181821	Uncompetitive N-methyl-D-aspartate Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000181821
N0000182135	Cytochrome P450 2D6 Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000182135
N0000182142	P2Y12 Platelet Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000182142
N0000182149	Sigma-1 Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000182149
N0000182639	Hepatitis C Virus NS3/4A Protease Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000182639
N0000182729	Potassium Channel Opener	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000182729
N0000182961	Phosphodiesterase 4 Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000182961
N0000182965	Bradykinin B2 Receptor Antagonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000182965
N0000183360	gamma-Aminobutyric Acid A Receptor Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000183360
N0000183362	Gadolinium-based Contrast Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000183362
N0000184014	Thalidomide Analog	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000184014
N0000184015	Cell Death Inducer	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000184015
N0000184144	Carbamoyl Phosphate Synthetase 1 Activator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000184144
N0000184146	Cystic Fibrosis Transmembrane Conductance Regulator Potentiator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000184146
N0000184149	Hedgehog Pathway Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000184149
N0000185008	beta3-Adrenergic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000185008
N0000185500	Guanylate Cyclase-C Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000185500
N0000185508	Standardized Chemical Allergen	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000185508
N0000186105	alpha-1 Adrenergic Agonist	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000186105
N0000186775	Diarylquinoline Antimycobacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000186775
N0000186779	Microsomal Triglyceride Transfer Protein Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000186779
N0000187051	Cystine Depleting Agent	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000187051
N0000187059	Sodium-Glucose Cotransporter 2 Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000187059
N0000190483	Phenylalanine Hydroxylase Activator	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000190483
N0000190856	Vesicular Monoamine Transporter 2 Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000190856
N0000191001	Cytochrome P450 3A Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000191001
N0000191281	Lipoglycopeptide Antibacterial	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000191281
N0000191493	Hepatitis C Virus Nucleotide Analog NS5B Polymerase Inhibitor	FDA	FDA Established Pharmacologic Class	http://purl.bioontology.org/ontology/NDFRT/N0000191493
N0000000069	Calcium Channel Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000069
N0000000070	Angiotensin 2 Receptor Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000070
N0000000083	Leukotriene Receptor Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000083
N0000000100	Estrogen Receptor Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000100
N0000000102	Norepinephrine Uptake Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000102
N0000000104	Cholinergic Muscarinic Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000104
N0000000106	Prostaglandin Receptor Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000106
N0000000109	Serotonin Uptake Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000109
N0000000111	Folic Acid Metabolism Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000111
N0000000114	Dopamine Uptake Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000114
N0000000115	Progestational Hormone Receptor Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000115
N0000000116	GABA B Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000116
N0000000122	Adrenergic Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000122
N0000000125	Cholinergic Muscarinic Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000125
N0000000144	Iron Chelating Activity	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000144
N0000000146	Androgen Receptor Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000146
N0000000150	Protein Synthesis Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000150
N0000000151	Histamine H2 Receptor Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000151
N0000000154	Opioid Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000154
N0000000160	Cyclooxygenase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000160
N0000000166	alpha Glucosidase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000166
N0000000168	Selective Estrogen Receptor Modulators	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000168
N0000000174	Opioid Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000174
N0000000176	Topoisomerase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000176
N0000000183	Acetyl Aldehyde Dehydrogenase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000183
N0000000190	Histamine H1 Receptor Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000190
N0000000191	Dihydrofolate Reductase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000191
N0000000194	Somatostatin Receptor Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000194
N0000000196	GABA A Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000196
N0000000202	beta Lactamase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000202
N0000000206	Xanthine Oxidase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000206
N0000000207	Histamine Receptor Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000207
N0000000209	Adrenergic alpha-Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000209
N0000000233	Nucleic Acid Synthesis Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000233
N0000000235	Carbonic Anhydrase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000235
N0000000236	Alkylating Activity	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000236
N0000000239	P-Glycoprotein Interactions	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000239
N0000000243	Androgen Receptor Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000243
N0000000246	HIV Protease Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000246
N0000000250	Melatonin Receptor Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000000250
N0000009916	Lipase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000009916
N0000009917	Adrenergic alpha1-Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000009917
N0000009918	Adrenergic alpha2-Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000009918
N0000009922	Adrenergic beta2-Agonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000009922
N0000009923	Adrenergic beta1-Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000009923
N0000009924	Adrenergic beta2-Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000009924
N0000009945	Antidiuretic Hormone Antagonists	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000009945
N0000009947	Nucleoside Reverse Transcriptase Inhibitors	FDA	Mechanism of Action	http://purl.bioontology.org/ontology/NDFRT/N0000009947
